sep=,
"Correlation id","Operation name","Status","Event category","Level","Time","Subscription","Event initiated by","Resource type","Resource group","Resource"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Create Deployment","Started","Administrative","Informational","2019-05-11T06:26:35.110Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Resources/deployments","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Resources/deployments/Microsoft.StorageAccount-20190511115456"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Create Deployment","Accepted","Administrative","Informational","2019-05-11T06:26:35.291Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Resources/deployments","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Resources/deployments/Microsoft.StorageAccount-20190511115456"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Create Deployment","Accepted","Administrative","Informational","2019-05-11T06:26:35.291Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Resources/deployments","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Resources/deployments/Microsoft.StorageAccount-20190511115456"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Update Storage Account Create","Started","Administrative","Informational","2019-05-11T06:26:36.453Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourcegroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Update Storage Account Create","Started","Administrative","Informational","2019-05-11T06:26:36.453Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourcegroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Update Storage Account Create","Accepted","Administrative","Informational","2019-05-11T06:26:37.880Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourcegroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Update Storage Account Create","Accepted","Administrative","Informational","2019-05-11T06:26:37.880Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourcegroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Update Storage Account Create","Succeeded","Administrative","Informational","2019-05-11T06:26:55.323Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourcegroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Update Storage Account Create","Succeeded","Administrative","Informational","2019-05-11T06:26:55.323Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourcegroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Put blob service properties","Started","Administrative","Informational","2019-05-11T06:26:59.521Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts/blobServices","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourcegroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage/blobServices/default"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Put blob service properties","Started","Administrative","Informational","2019-05-11T06:26:59.521Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts/blobServices","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourcegroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage/blobServices/default"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Put blob service properties","Succeeded","Administrative","Informational","2019-05-11T06:27:00.121Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts/blobServices","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourcegroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage/blobServices/default"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Put blob service properties","Succeeded","Administrative","Informational","2019-05-11T06:27:00.121Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts/blobServices","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourcegroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage/blobServices/default"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Create Deployment","Succeeded","Administrative","Informational","2019-05-11T06:27:00.783Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Resources/deployments","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Resources/deployments/Microsoft.StorageAccount-20190511115456"
"fdf5d61d-92ba-4d35-9b55-089a960c8c9d","Create Deployment","Succeeded","Administrative","Informational","2019-05-11T06:27:00.783Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Resources/deployments","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Resources/deployments/Microsoft.StorageAccount-20190511115456"
"b6df1b4f-65e5-4a0a-87ca-8474a91a01f5","ValidateCreateRequest","Failed","Administrative","Error","2019-05-11T06:33:38.141Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/southindia"
"b6df1b4f-65e5-4a0a-87ca-8474a91a01f5","ValidateCreateRequest","Started","Administrative","Informational","2019-05-11T06:33:18.118Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/southindia"
"b6df1b4f-65e5-4a0a-87ca-8474a91a01f5","ValidateCreateRequest","Started","Administrative","Informational","2019-05-11T06:33:18.118Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/southindia"
"b627721c-5da4-4794-accd-84840d61c2bc","List Storage Account Keys","Succeeded","Administrative","Informational","2019-05-11T06:32:46.313Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"b627721c-5da4-4794-accd-84840d61c2bc","List Storage Account Keys","Started","Administrative","Informational","2019-05-11T06:32:46.137Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"5370ed69-8c25-4d66-8ed4-2bbe9f676123","List Storage Account Keys","Succeeded","Administrative","Informational","2019-05-11T06:32:11.277Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"5370ed69-8c25-4d66-8ed4-2bbe9f676123","List Storage Account Keys","Started","Administrative","Informational","2019-05-11T06:32:11.152Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"5370ed69-8c25-4d66-8ed4-2bbe9f676123","List Storage Account Keys","Started","Administrative","Informational","2019-05-11T06:32:11.152Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"5370ed69-8c25-4d66-8ed4-2bbe9f676123","List Storage Account Keys","Succeeded","Administrative","Informational","2019-05-11T06:32:11.277Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.Storage/storageAccounts","MyStorage-GR8KUMAR","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/resourceGroups/MyStorage-GR8KUMAR/providers/Microsoft.Storage/storageAccounts/gr8kumarstorage"
"811aeb6c-cf3f-4462-8f41-38bab3697c95","CheckNameAvailability","Succeeded","Administrative","Informational","2019-05-11T06:31:51.676Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/WestUS"
"811aeb6c-cf3f-4462-8f41-38bab3697c95","CheckNameAvailability","Started","Administrative","Informational","2019-05-11T06:31:42.889Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/WestUS"
"811aeb6c-cf3f-4462-8f41-38bab3697c95","CheckNameAvailability","Started","Administrative","Informational","2019-05-11T06:31:42.889Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/WestUS"
"811aeb6c-cf3f-4462-8f41-38bab3697c95","CheckNameAvailability","Succeeded","Administrative","Informational","2019-05-11T06:31:51.676Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/WestUS"
"7248d8b4-8693-4959-b6f6-7545dc66fb1f","ValidateCreateRequest","Failed","Administrative","Error","2019-05-11T06:31:43.254Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/southindia"
"7248d8b4-8693-4959-b6f6-7545dc66fb1f","ValidateCreateRequest","Started","Administrative","Informational","2019-05-11T06:31:42.904Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/southindia"
"7248d8b4-8693-4959-b6f6-7545dc66fb1f","ValidateCreateRequest","Started","Administrative","Informational","2019-05-11T06:31:42.904Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/southindia"
"7248d8b4-8693-4959-b6f6-7545dc66fb1f","ValidateCreateRequest","Failed","Administrative","Error","2019-05-11T06:31:43.254Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/southindia"
"6c21f641-017f-4944-8389-171649f412c5","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.802Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"6c21f641-017f-4944-8389-171649f412c5","Register","Started","Administrative","Informational","2019-05-11T06:31:32.179Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"6c21f641-017f-4944-8389-171649f412c5","Register","Started","Administrative","Informational","2019-05-11T06:31:32.179Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"6c21f641-017f-4944-8389-171649f412c5","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.802Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"9bcfbc63-6b20-4223-99ac-60f71b2f3ea3","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.557Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"9bcfbc63-6b20-4223-99ac-60f71b2f3ea3","Register","Started","Administrative","Informational","2019-05-11T06:31:33.744Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"9bcfbc63-6b20-4223-99ac-60f71b2f3ea3","Register","Started","Administrative","Informational","2019-05-11T06:31:33.744Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"9bcfbc63-6b20-4223-99ac-60f71b2f3ea3","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.557Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"7668d3f1-8e2a-45af-96c9-a56ce7894295","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.497Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"7668d3f1-8e2a-45af-96c9-a56ce7894295","Register","Started","Administrative","Informational","2019-05-11T06:31:33.654Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"7668d3f1-8e2a-45af-96c9-a56ce7894295","Register","Started","Administrative","Informational","2019-05-11T06:31:33.654Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"7668d3f1-8e2a-45af-96c9-a56ce7894295","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.497Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"3dbfbd47-b158-4a90-9094-3dc560d6253d","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.292Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"3dbfbd47-b158-4a90-9094-3dc560d6253d","Register","Started","Administrative","Informational","2019-05-11T06:31:32.199Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"3dbfbd47-b158-4a90-9094-3dc560d6253d","Register","Started","Administrative","Informational","2019-05-11T06:31:32.199Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"3dbfbd47-b158-4a90-9094-3dc560d6253d","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.292Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"4cc546ca-fe71-4048-88a0-3232ad1eb3f0","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.117Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"4cc546ca-fe71-4048-88a0-3232ad1eb3f0","Register","Started","Administrative","Informational","2019-05-11T06:31:33.714Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"4cc546ca-fe71-4048-88a0-3232ad1eb3f0","Register","Started","Administrative","Informational","2019-05-11T06:31:33.714Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"4cc546ca-fe71-4048-88a0-3232ad1eb3f0","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.117Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"49e9149e-1a5c-4a33-b120-c167374f0015","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.072Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"49e9149e-1a5c-4a33-b120-c167374f0015","Register","Started","Administrative","Informational","2019-05-11T06:31:33.694Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"49e9149e-1a5c-4a33-b120-c167374f0015","Register","Started","Administrative","Informational","2019-05-11T06:31:33.694Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"49e9149e-1a5c-4a33-b120-c167374f0015","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:39.072Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"31ced56e-9968-4136-a315-435aa7955275","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:38.952Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"31ced56e-9968-4136-a315-435aa7955275","Register","Started","Administrative","Informational","2019-05-11T06:31:32.244Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"31ced56e-9968-4136-a315-435aa7955275","Register","Started","Administrative","Informational","2019-05-11T06:31:32.244Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"31ced56e-9968-4136-a315-435aa7955275","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:38.952Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"f87310c6-8dc3-4649-b912-037976792395","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:37.891Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"f87310c6-8dc3-4649-b912-037976792395","Register","Started","Administrative","Informational","2019-05-11T06:31:32.139Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"f87310c6-8dc3-4649-b912-037976792395","Register","Started","Administrative","Informational","2019-05-11T06:31:32.139Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"f87310c6-8dc3-4649-b912-037976792395","Register","Succeeded","Administrative","Informational","2019-05-11T06:31:37.891Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight"
"b0f0b894-e2b0-400b-b3e2-5f45c3db801b","ValidateCreateRequest","Failed","Administrative","Error","2019-05-11T06:31:32.784Z","356d6176-c606-4ce3-bb46-564065fbcec3","gr8kumar@gmail.com","Microsoft.HdInsight/locations","","/subscriptions/356d6176-c606-4ce3-bb46-564065fbcec3/providers/Microsoft.HdInsight/locations/southindia"
